#	Date	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
42	04-02-2022	Hungary	1,616,846	+16,435	41,741 	 +105	1,347,698	+16,822	227,407	168	168,050	4,338	10,207,444	1,060,931	9,621,213 	Europe
43	04-02-2022	Pakistan	1,448,663	+6,400	29,420 	+48	1,317,385	+4,566	101,858	1,618	6,361	129	25,258,723	110,916	227,728,437 	Asia
44	04-02-2022	Jordan	1,301,492	+21,386	13,288 	+17	1,160,624	+13,724	127,580	1,101	125,570	1,282	14,963,667	1,443,717	10,364,679 	Asia
45	04-02-2022	Georgia	1,272,371	+22,263	15,141 	+39	1,053,966	+15,575	203,264		319,936	3,807	14,776,529	3,715,543	3,976,950 	Asia
46	04-02-2022	Kazakhstan	1,260,407	+6,648	13,320 	+25	1,128,207	+13,374	118,880	528	65,870	696	11,575,012	604,917	19,134,864 	Asia
47	04-02-2022	Ireland	1,205,914	+6,697	6,228 		878,627	+17,656	321,059	63	239,947	1,239	11,015,471	2,191,808	5,025,747 	Europe
48	04-02-2022	Morocco	1,143,974	+2,266	15,540 	+25	1,095,688	+4,750	32,746	293	30,418	413	11,237,010	298,791	37,608,226 	Africa
49	04-02-2022	Slovakia	1,081,929	+19,533	17,921 	+25	885,937	+7,016	178,071	268	198,015	3,280	5,720,789	1,047,023	5,463,861 	Europe
50	04-02-2022	Cuba	1,050,840	+1,434	8,427 	+7	1,033,955	 +2,721	8,458	54	92,867	745	12,751,995	1,126,941	11,315,586 	North America
51	04-02-2022	Bulgaria	988,518	+8,116	33,688 	+100	696,114	+6,788	258,716	586	143,994	4,907	8,635,902	1,257,964	6,864,985 	Europe
52	04-02-2022	Croatia	971,464	+8,094	14,035 	+46	899,743	+10,289	57,686	185	238,990	3,453	4,301,921	1,058,316	4,064,873 	Europe
53	04-02-2022	Nepal	964,119	+1,602	11,794 	+16	895,868	+8,425	56,457	100	32,167	393	5,263,830	175,624	29,972,147 	Asia
54	04-02-2022	Lebanon	957,155	+8,427	9,675 	+18	682,977		264,503	186	141,243	1,428	4,795,578	707,659	6,776,676 	Asia
55	04-02-2022	Tunisia	934,712	+4,622	26,548  	+52	821,244	+9,979	86,920	200	77,790	2,209	4,104,319	341,576	12,015,844 	Africa
56	04-02-2022	S. Korea	934,656	+27,442	6,836 	+24	642,045	+4,885	285,775	257	18,205	133	15,804,065	307,834	51,339,580 	Asia
57	04-02-2022	Norway	870,245	+20,856	1,467 		88,952		779,826	46	158,548	267	9,852,076	1,794,923	5,488,856 	Europe
58	04-02-2022	Bolivia	867,071	+3,396	21,073 	+28	709,082	+5,443	136,916	220	 72,699	1,767	2,653,186	222,454	11,926,911 	South America
59	04-02-2022	UAE	853,651	+2,114	2,258 	+5	781,970	+1,077	69,423		84,680	224	127,157,821	12,613,662	10,080,960 	Asia
60	04-02-2022	Slovenia	775,277	+12,349	5,934 	+22	573,689	+9,912	195,654	133	372,838	2,854	2,520,743	1,212,249	2,079,394 	Europe
61	04-02-2022	Belarus	760,845	+7,350	6,116 	+17	756,188	+7,707	-1,459		80,561	648	11,870,801	1,256,919	9,444,364 	Europe
62	04-02-2022	Ecuador	739,297		34,572 		N/A	N/A	N/A	759	40,913	1,913	2,470,170	136,699	18,070,186 	South America
63	04-02-2022	Lithuania	727,991	+13,116	7,955 	+16	617,227	+7,757	102,809	92	273,508	2,989	7,357,070	2,764,069	2,661,681 	Europe
64	04-02-2022	Costa Rica	721,971	+6,222	7,641 	+20	580,204	+1,356	134,126	128	139,692	1,478	3,324,431	643,234	5,168,310 	North America
